,country,points,price,province,region_1,taster_name,variety,descLen,compound,year
2041,2,93,32.0,31,46,13,6,320,0.9384,2014.0
1108,1,89,22.0,10,292,1,16,213,0.8979,2016.0
5743,3,92,40.0,4,108,11,15,293,0.9731,2012.0
9546,2,90,32.0,31,46,13,217,271,0.6542,2014.0
700,3,92,24.0,4,132,12,5,318,0.7056,2013.0
6795,3,92,24.0,7,172,6,94,230,0.6597,2012.0
1621,1,87,58.0,3,26,1,3,264,0.0,2011.0
800,3,87,50.0,23,40,10,4,153,0.4215,2012.0
8902,10,90,45.0,46,11,9,18,299,0.5106,2012.0
4152,3,81,14.0,4,69,3,2,82,0.4588,2010.0
6327,6,88,30.0,13,127,9,5,252,0.0258,2016.0
9019,12,91,60.0,42,11,2,40,194,0.9231,2008.0
2330,3,89,50.0,4,149,12,5,312,0.5106,2012.0
8041,11,86,16.0,25,98,9,55,228,0.0,2013.0
640,1,91,33.0,55,166,1,80,209,0.8555,2016.0
9153,11,92,47.0,25,110,9,62,324,0.3291,2010.0
4717,1,91,25.0,19,122,3,25,306,0.802,2005.0
3429,17,92,50.0,67,11,17,15,301,0.5106,2012.0
6320,3,91,20.0,23,40,10,22,284,0.0,2008.0
8423,1,90,70.0,3,26,1,3,220,0.0,2010.0
9248,10,88,25.0,83,11,9,9,284,0.6597,2012.0
1977,8,86,10.0,65,11,13,2,155,0.5106,2014.0
916,22,92,22.0,114,11,14,18,268,0.8728,2012.0
2921,8,91,19.0,32,11,13,51,482,0.9382,2015.0
217,11,90,80.0,25,98,9,55,288,0.7506,2006.0
1625,6,90,50.0,13,60,9,5,270,0.926,2012.0
6755,2,88,75.0,41,162,2,5,217,0.6249,2010.0
4269,3,87,40.0,23,245,10,11,182,-0.1531,2014.0
5395,3,89,35.0,7,25,10,11,245,0.6124,2011.0
8672,3,88,36.0,7,88,10,10,250,0.5859,2008.0
2560,3,87,30.0,5,67,5,30,359,0.5994,2011.0
5439,4,90,20.0,101,11,7,18,355,0.6652,2009.0
2717,5,87,24.0,11,259,8,15,275,0.4404,2003.0
4381,1,89,25.0,50,175,3,26,221,0.9471,2010.0
7472,2,88,37.0,41,104,2,5,212,0.6908,2010.0
6470,12,88,11.0,40,11,2,86,179,0.8896,2012.0
6577,10,87,15.0,83,11,9,9,255,-0.0414,2015.0
6210,12,87,9.0,40,11,2,75,232,0.6369,2014.0
2754,3,87,35.0,4,23,3,30,231,0.0,2009.0
5055,1,87,19.0,3,587,1,3,216,0.7632,2015.0
9453,3,92,50.0,4,39,4,30,271,0.9182,2012.0
5468,3,84,40.0,4,81,3,4,134,-0.0129,2006.0
514,3,87,29.0,5,6,5,30,241,0.9001,2013.0
6025,2,88,22.0,6,95,2,20,199,0.8126,2008.0
1277,3,87,25.0,4,65,4,47,285,0.6271,2014.0
6685,3,92,50.0,7,10,6,20,298,0.4588,2012.0
1848,2,93,191.0,41,162,2,5,236,0.8481,2014.0
8908,3,86,27.0,4,7,3,68,251,0.9361,2006.0
6808,1,86,28.0,10,528,1,18,222,-0.2617,2011.0
4592,12,85,8.0,76,11,2,86,196,0.8074,2012.0
5914,3,88,60.0,4,70,3,30,233,0.6015,2008.0
685,3,94,50.0,4,4,3,5,271,0.8625,2009.0
9376,3,86,15.0,7,109,10,2,144,0.5719,2013.0
9372,7,92,32.0,53,11,5,22,266,0.3182,2014.0
5431,3,91,30.0,4,138,11,15,268,0.9062,2013.0
3073,3,87,21.0,5,77,5,42,190,0.0,2016.0
2652,12,93,45.0,59,11,2,28,297,0.9441,2011.0
4608,2,90,18.0,2,11,2,9,262,0.8625,2015.0
9632,3,90,19.0,4,23,4,5,212,0.0,2013.0
9197,3,91,38.0,4,23,4,26,260,0.6705,2013.0
6735,6,90,35.0,13,163,9,19,306,0.1154,2014.0
8445,3,85,13.0,7,208,10,84,206,0.6249,2007.0
5741,3,88,65.0,4,58,12,4,227,-0.2732,2014.0
3601,4,86,17.0,189,11,7,2,235,0.4215,2009.0
3857,8,94,28.0,108,11,13,53,414,0.718,2013.0
6523,11,81,21.0,25,206,9,29,300,0.3612,2013.0
2020,1,89,16.0,37,387,1,146,239,0.9042,2014.0
6977,5,86,10.0,146,372,8,102,419,0.5927,2006.0
6104,3,89,20.0,23,119,10,5,234,0.0,2012.0
7982,3,90,28.0,4,16,4,223,209,0.0,2014.0
684,12,89,36.0,49,11,2,70,249,0.7906,2015.0
9837,1,93,16.0,3,3,1,18,306,0.8481,2010.0
7815,2,91,27.0,6,181,2,20,275,0.6597,2012.0
9491,1,86,25.0,45,393,3,2,230,0.8018,2007.0
2535,3,92,56.0,4,118,12,4,331,0.6124,2015.0
1386,3,89,28.0,23,40,10,35,407,0.0,2014.0
5765,8,84,17.0,193,11,2,23,144,0.7906,2011.0
200,3,86,16.0,5,102,5,5,234,0.4588,2016.0
7636,3,88,20.0,4,65,4,5,197,0.8225,2015.0
9624,3,92,32.0,4,7,12,247,210,0.5423,2012.0
7805,10,86,17.0,35,11,9,9,239,0.6705,2012.0
4435,3,91,28.0,4,87,12,5,279,0.7717,2013.0
624,12,85,10.0,49,11,2,28,164,0.3612,2015.0
2797,10,83,11.0,153,11,9,15,238,0.2263,2012.0
1225,22,88,20.0,123,11,14,18,238,0.8317,2009.0
7187,3,91,28.0,4,469,12,91,305,0.6486,2013.0
1701,17,90,28.0,138,11,17,15,319,0.5574,2012.0
3270,3,93,45.0,4,29,3,47,363,0.6428,2009.0
3319,22,84,12.0,115,11,14,2,174,0.7543,2011.0
5408,17,92,29.0,80,11,17,26,352,0.5267,2010.0
9898,2,89,18.0,6,95,2,20,222,0.6124,2012.0
14,4,86,15.0,8,11,7,13,253,0.5574,2013.0
7532,11,87,13.0,25,38,9,27,247,0.8289,2009.0
7025,12,92,16.0,76,11,2,232,233,0.296,2015.0
3740,3,91,27.0,4,71,12,146,305,0.3182,2015.0
5204,12,85,10.0,59,11,2,28,170,0.2263,2015.0
7354,3,86,14.0,4,58,11,4,259,0.7906,2013.0
829,2,88,45.0,33,52,2,48,181,0.8313,2011.0
2678,2,88,28.0,41,147,2,5,240,0.7003,2014.0
9929,3,89,25.0,7,25,6,5,146,0.6908,2014.0
2176,3,88,28.0,7,25,10,15,254,0.177,2006.0
261,7,87,12.0,51,11,5,22,213,0.25,2016.0
7969,11,91,45.0,68,11,9,306,292,0.2617,2015.0
6370,3,87,12.0,4,69,3,14,241,0.5994,2007.0
7134,1,90,25.0,3,3,1,18,401,0.7184,2011.0
6418,15,91,25.0,63,11,13,23,372,0.8228,2013.0
3597,3,89,65.0,4,81,4,4,209,0.6249,2012.0
90,1,88,18.0,10,57,3,37,223,0.2023,2010.0
4659,3,92,40.0,4,58,3,161,299,0.9223,2006.0
5502,3,94,85.0,4,269,3,15,361,0.7717,2010.0
3654,2,94,80.0,33,52,2,48,301,0.9623,2011.0
8414,3,89,28.0,4,32,3,4,303,0.9255,2005.0
8900,3,87,18.0,4,701,12,17,302,0.0,2013.0
8899,1,87,21.0,1,305,3,42,235,0.4404,2006.0
4216,3,91,40.0,4,23,3,99,300,0.7351,2009.0
4407,11,85,15.0,29,42,9,23,226,0.2023,2011.0
3398,2,85,25.0,2,2,2,9,178,-0.0644,2015.0
7042,17,89,18.0,138,11,17,277,229,0.0,2014.0
8368,1,88,16.0,3,648,3,3,244,0.6808,2009.0
1900,3,87,15.0,4,300,4,5,180,0.7579,2011.0
3564,3,90,68.0,23,75,10,4,291,0.1531,2011.0
2658,3,91,110.0,4,23,3,15,400,0.8912,2008.0
958,1,90,110.0,3,26,3,24,271,0.4939,2008.0
1234,17,87,65.0,67,11,7,128,336,-0.0772,2004.0
8843,10,86,8.0,61,11,9,9,231,0.8658,2002.0
6057,3,87,28.0,4,376,4,4,147,0.3818,2014.0
5905,3,89,23.0,4,7,12,71,309,0.2732,2013.0
8273,1,88,26.0,10,292,1,16,193,0.0516,2014.0
9213,3,89,45.0,7,25,10,15,263,0.8866,2011.0
1357,1,92,30.0,37,59,3,5,294,0.6808,2011.0
6821,2,89,25.0,31,46,2,51,169,0.7579,2011.0
1284,11,85,20.0,29,317,9,130,134,-0.4404,2015.0
4139,3,88,30.0,4,108,4,226,256,0.6124,2012.0
1515,4,89,20.0,8,11,7,14,277,0.2382,2011.0
8348,3,88,13.0,4,58,3,5,257,0.9538,2010.0
7574,3,85,25.0,5,67,5,15,256,0.2263,2014.0
5510,3,82,7.0,4,58,3,42,183,0.296,2011.0
9707,11,88,17.0,44,66,9,41,323,0.5023,2007.0
8088,1,87,38.0,1,305,1,5,181,-0.2263,2012.0
7370,3,86,15.0,7,109,10,9,122,0.6361,2011.0
4194,2,88,20.0,41,104,2,5,169,0.7003,2010.0
983,3,93,50.0,4,69,12,11,356,-0.0772,2011.0
3172,2,85,13.0,98,241,2,105,144,0.4404,2012.0
1185,3,94,44.0,4,87,12,4,284,0.4767,2012.0
8849,6,88,20.0,13,522,9,19,213,0.0,2014.0
8961,3,86,32.0,4,16,3,20,223,-0.3252,2010.0
7952,2,88,18.0,31,46,13,22,220,0.8625,2013.0
2221,3,88,25.0,7,109,10,81,227,0.6705,2008.0
9576,3,92,45.0,4,70,3,20,278,0.8672,2008.0
9256,3,84,26.0,4,16,3,15,97,0.0,2008.0
8993,3,92,35.0,4,55,3,9,356,0.8976,2006.0
8596,11,83,20.0,25,202,9,205,250,0.3182,2010.0
5211,1,89,40.0,45,347,1,44,219,0.0,2011.0
3753,12,90,14.0,59,11,2,28,285,0.2617,2014.0
2404,6,83,10.0,13,163,9,9,195,-0.3291,2007.0
6693,2,90,15.0,48,79,2,2,211,0.8126,2011.0
5438,5,90,30.0,11,481,8,19,211,0.5927,2008.0
8400,1,91,40.0,3,26,3,24,190,0.8481,2006.0
5804,9,89,23.0,97,11,8,9,210,0.128,2008.0
3754,2,87,20.0,31,46,13,217,201,0.1531,2011.0
5590,6,84,13.0,13,127,9,5,205,0.4588,2012.0
4719,17,87,21.0,80,11,7,26,204,0.8271,2009.0
8777,10,86,19.0,34,11,9,18,289,0.5106,2011.0
8078,2,92,112.0,33,52,2,5,254,0.9274,2004.0
6792,3,95,72.0,4,4,3,4,368,0.9674,2011.0
3950,2,89,19.0,31,46,13,22,314,0.3291,2015.0
6768,12,92,18.0,28,11,2,28,269,0.7351,2008.0
1066,3,89,35.0,23,40,10,4,219,0.0,2014.0
7384,1,88,20.0,45,226,3,44,249,0.2144,2008.0
9712,3,95,55.0,4,161,12,4,395,0.7351,2014.0
5168,3,91,39.0,4,32,3,5,223,0.6908,2007.0
3538,3,86,15.0,7,88,6,5,165,0.4767,2013.0
5010,12,86,10.0,40,11,2,28,141,-0.34,2015.0
3617,2,89,28.0,41,64,2,4,223,0.8074,2011.0
7050,8,88,19.0,16,11,13,2,189,0.8537,2015.0
9044,3,85,40.0,23,97,10,15,190,0.2732,2011.0
2417,3,92,42.0,4,168,12,4,293,0.743,2013.0
6080,3,93,42.0,4,420,12,11,276,0.83,2013.0
5850,8,89,22.0,32,11,13,4,263,0.8748,2014.0
9311,2,87,290.0,33,52,3,48,217,0.3412,2011.0
2177,10,87,10.0,24,11,9,33,259,0.9267,2010.0
6349,12,83,7.0,76,11,2,86,123,0.8591,2015.0
7956,3,92,39.0,4,23,3,47,276,0.5106,2011.0
6247,1,89,31.0,3,157,1,18,225,0.0,2010.0
6375,3,88,24.0,4,118,12,2,280,0.0772,2015.0
9233,3,89,20.0,7,25,6,20,248,-0.0772,2013.0
2958,3,89,22.0,7,25,6,18,197,0.0,2011.0
1615,2,93,26.0,31,46,13,6,477,0.9692,2014.0
7487,11,84,16.0,29,193,9,2,151,-0.2263,2015.0
1326,3,88,20.0,7,45,6,26,244,0.765,2012.0
1252,12,86,9.0,49,11,2,28,112,0.3612,2013.0
4582,2,93,80.0,33,52,2,48,309,0.85,2010.0
295,2,87,21.0,41,134,2,18,247,0.7269,2014.0
1657,12,88,25.0,49,11,2,86,224,0.1027,2013.0
629,3,90,25.0,4,65,4,15,189,0.3612,2014.0
9466,3,88,26.0,5,67,5,22,215,0.0644,2013.0
719,3,87,15.0,4,69,12,102,261,0.8901,2014.0
6766,3,92,32.0,4,118,3,5,429,0.9343,2010.0
4677,1,88,25.0,37,111,3,35,270,0.926,2010.0
7227,3,92,45.0,4,7,12,68,260,0.3182,2012.0
1499,3,85,10.0,4,58,11,5,181,0.7722,2012.0
9118,3,91,50.0,7,88,6,15,188,0.5267,2013.0
3474,1,90,25.0,45,72,1,44,300,0.0,2015.0
7720,3,88,30.0,23,40,10,4,213,-0.1027,2014.0
4401,3,89,25.0,23,40,10,4,224,0.4767,2013.0
6416,2,95,45.0,31,46,2,6,303,0.9571,2011.0
3223,1,88,15.0,45,450,3,18,170,0.7512,2010.0
4500,22,85,30.0,202,11,14,128,313,0.7717,2007.0
7898,3,88,20.0,4,23,4,15,279,0.8481,2012.0
9018,8,92,25.0,32,11,2,9,203,0.8176,2010.0
3170,1,93,50.0,19,122,1,25,265,0.4404,2014.0
2667,8,91,18.0,32,11,13,188,300,0.9564,2013.0
1250,1,87,35.0,3,129,1,18,206,0.0516,2014.0
378,3,87,25.0,5,67,5,78,286,0.296,2010.0
412,3,86,46.0,4,108,11,20,184,0.2732,2014.0
737,3,81,22.0,4,23,3,5,87,0.0258,2011.0
729,1,87,13.0,37,59,1,45,213,0.0,2013.0
6907,3,90,30.0,4,244,3,5,198,0.7506,2000.0
2000,6,92,39.0,13,60,9,19,282,-0.0644,2013.0
6164,11,84,14.0,29,559,9,260,193,0.0,2014.0
1590,1,88,30.0,3,80,1,3,217,0.765,2014.0
971,2,91,45.0,48,79,2,2,286,0.8797,2015.0
7785,10,87,23.0,229,11,9,19,252,-0.3089,2014.0
8541,3,88,39.0,7,88,10,15,207,-0.296,2009.0
4580,1,88,25.0,1,51,3,18,158,0.3182,2009.0
1159,11,90,48.0,29,275,9,18,265,0.6486,2007.0
5056,1,84,14.0,37,59,3,45,270,0.4588,2006.0
8289,2,85,16.0,74,232,8,68,168,0.0,2015.0
5460,10,87,11.0,155,11,9,83,213,0.0,2014.0
933,3,94,35.0,7,172,10,15,287,0.9144,2008.0
1910,3,86,25.0,4,4,4,9,229,0.5994,2016.0
445,3,90,28.0,4,106,4,7,232,0.4754,2008.0
6680,11,86,14.0,25,114,9,18,238,0.5106,2008.0
5075,3,86,35.0,23,40,10,4,328,-0.4109,2013.0
2012,12,86,8.0,59,11,2,2,187,0.7506,2013.0
7144,3,85,17.0,4,48,12,4,256,0.6369,2016.0
4655,1,88,19.0,3,82,3,18,221,0.8442,2010.0
444,2,92,19.0,31,170,13,23,358,0.6369,2015.0
5688,6,87,25.0,13,127,9,11,285,0.2382,2008.0
6771,3,85,30.0,7,25,10,26,239,0.802,2011.0
2159,10,89,14.0,155,11,9,11,239,0.0129,2013.0
585,3,90,25.0,7,25,10,5,382,0.5754,2006.0
4390,8,89,17.0,66,11,13,188,191,0.7227,2015.0
2481,3,90,28.0,4,427,12,55,199,0.0,2008.0
1045,11,87,15.0,29,42,9,23,267,0.3593,2011.0
4395,3,88,27.0,7,25,10,3,176,0.8271,2009.0
5436,2,86,15.0,52,90,2,19,142,0.9271,2009.0
8781,5,93,60.0,11,15,8,15,228,0.5574,2012.0
7216,2,88,30.0,41,658,2,4,231,0.128,2015.0
4753,3,93,55.0,4,168,12,5,291,0.8925,2015.0
5419,1,88,21.0,55,166,1,80,191,0.7184,2015.0
4323,27,84,19.0,154,11,14,18,232,0.8913,2004.0
4891,1,88,28.0,3,94,1,18,237,0.8029,2011.0
51,3,86,25.0,23,37,10,4,288,0.5106,2015.0
7836,3,93,45.0,4,168,12,4,426,0.7964,2013.0
5753,3,94,48.0,4,29,4,47,339,0.7964,2014.0
6639,3,90,80.0,4,70,4,15,348,0.5574,2012.0
1683,2,90,30.0,6,181,2,20,273,0.9184,2009.0
980,2,90,35.0,48,268,2,2,277,-0.6369,2015.0
1790,3,91,50.0,4,367,4,15,261,0.8625,2012.0
8184,3,88,30.0,4,179,4,2,201,0.5574,2015.0
2472,3,94,35.0,23,307,10,22,199,0.4391,2013.0
4111,3,91,38.0,23,40,10,4,364,0.742,2013.0
6596,3,89,25.0,23,119,10,2,202,0.9337,2014.0
7297,25,85,12.0,128,11,9,4,185,0.0,2015.0
4476,3,94,20.0,7,10,10,9,390,0.8344,2012.0
2869,2,92,25.0,6,328,2,20,212,0.6369,2011.0
1742,10,84,11.0,20,11,9,5,207,0.4019,2015.0
6305,1,87,35.0,3,94,1,18,259,0.4588,2012.0
1182,2,85,25.0,6,34,2,20,180,0.6369,2014.0
3343,2,84,25.0,6,9,2,8,173,-0.4767,2013.0
1333,2,88,25.0,41,323,2,4,189,0.5859,2014.0
9822,3,94,100.0,4,23,3,15,327,0.5423,1997.0
5883,12,90,30.0,119,11,2,35,249,0.4019,2011.0
7438,3,92,35.0,7,25,10,5,246,0.128,2009.0
6962,1,85,20.0,1,53,3,286,191,0.8225,2011.0
8482,6,91,40.0,13,522,9,30,304,0.6705,2013.0
8805,3,90,15.0,7,109,10,22,283,0.9231,2009.0
8919,3,92,75.0,4,7,12,11,297,0.5789,2011.0
5095,2,84,25.0,52,195,2,35,253,0.8225,2016.0
2516,12,91,22.0,57,11,2,28,252,0.9485,2005.0
5134,3,93,50.0,4,149,12,4,329,0.4404,2013.0
1122,3,87,13.0,4,218,11,9,194,0.6369,2014.0
2037,1,88,25.0,37,291,1,35,166,0.0,2014.0
5782,10,86,8.0,46,11,9,235,230,0.765,2010.0
2600,1,89,35.0,145,369,1,23,253,0.7717,2015.0
6920,3,92,50.0,7,10,10,107,328,0.7845,2013.0
593,1,88,28.0,1,1,1,59,186,-0.4215,2012.0
7212,3,92,26.0,4,5,4,47,262,0.2732,2012.0
7281,1,88,18.0,1,401,3,139,211,0.8442,2010.0
54,9,92,35.0,26,11,8,5,397,0.7425,2010.0
5904,3,93,75.0,4,23,11,26,402,0.9371,2013.0
8562,4,91,30.0,143,11,7,20,464,0.6249,2010.0
9551,1,84,25.0,3,130,3,146,175,0.7096,2010.0
4170,3,93,60.0,7,10,6,15,362,0.8658,2012.0
3181,3,88,25.0,4,58,12,15,241,0.5499,2014.0
479,11,89,50.0,25,110,9,62,292,0.5312,2007.0
533,2,88,38.0,33,52,2,5,209,0.6697,2011.0
7501,3,87,18.0,4,23,4,9,231,0.34,2013.0
5447,1,92,85.0,19,27,1,25,309,0.2263,2011.0
803,10,85,13.0,46,11,9,5,142,0.0,2014.0
9258,12,88,12.0,40,11,2,86,159,0.7713,2013.0
7872,3,90,50.0,4,360,3,4,304,0.946,2005.0
9701,1,88,99.0,19,27,1,25,221,-0.4215,2010.0
2865,1,88,12.0,50,461,1,201,244,0.8016,2011.0
8433,1,91,75.0,3,129,3,18,234,0.6908,2008.0
8225,2,90,30.0,6,9,2,8,236,0.6705,2010.0
2572,3,90,19.0,23,40,10,51,139,0.4404,2016.0
8311,3,88,18.0,4,81,4,5,188,0.7579,2015.0
7556,3,87,24.0,5,67,5,51,255,0.1962,2011.0
3566,11,88,15.0,44,504,9,175,226,0.9289,2008.0
2328,10,83,17.0,83,11,9,9,269,-0.5719,2012.0
6864,3,90,36.0,4,41,12,10,338,0.7717,2013.0
1314,3,91,44.0,7,208,6,5,350,0.9274,2013.0
861,3,93,60.0,4,4,4,4,360,0.1531,2012.0
6435,3,93,47.0,4,4,4,47,307,0.5106,2014.0
539,3,88,30.0,4,154,4,47,212,0.6369,2013.0
1972,2,89,17.0,31,46,13,22,198,0.8271,2016.0
4328,2,90,39.0,33,52,2,48,300,0.9337,2011.0
9826,3,91,25.0,4,149,12,5,259,0.3612,2012.0
3895,3,82,20.0,4,16,3,161,91,0.0,2009.0
8751,4,88,29.0,78,11,7,14,370,0.9688,2005.0
2488,3,87,15.0,5,67,5,22,247,0.2948,2015.0
2983,2,89,25.0,41,310,2,5,165,0.9001,2006.0
5325,5,87,19.0,11,15,8,81,193,0.0,2008.0
8120,2,94,206.0,41,68,2,4,314,0.9228,2014.0
1926,2,90,15.0,2,379,2,167,247,0.8779,2014.0
9395,3,94,72.0,4,367,3,15,301,0.7446,2010.0
7862,11,80,30.0,25,98,9,18,146,-0.0521,2008.0
6936,6,90,25.0,13,127,9,19,238,0.0,2011.0
5655,2,87,25.0,31,46,2,22,196,0.6115,2012.0
4018,2,86,16.0,31,46,2,64,209,0.6597,2011.0
2223,1,89,78.0,3,129,1,176,197,0.3182,2014.0
6458,3,88,16.0,7,25,10,9,253,0.7506,2012.0
9430,3,94,52.0,4,180,11,4,349,0.7184,2014.0
9618,3,87,30.0,4,7,3,11,312,0.4933,2004.0
5767,18,90,14.0,215,11,15,5,175,0.6808,2014.0
3887,3,87,24.0,4,168,3,5,186,0.1531,2012.0
8060,1,87,18.0,50,532,1,57,182,0.3182,2013.0
1140,3,91,48.0,7,109,10,20,267,0.0,2011.0
5014,3,84,20.0,4,58,3,220,101,0.0,2011.0
963,12,89,25.0,42,11,2,40,270,0.9287,2009.0
9441,3,90,38.0,4,16,3,15,213,0.8752,2010.0
1147,3,88,28.0,4,7,12,68,300,-0.3947,2015.0
7736,2,86,19.0,2,178,2,9,215,0.1901,2006.0
6943,10,87,11.0,20,11,9,9,206,0.4588,2016.0
9452,7,92,35.0,53,11,5,22,239,0.0,2011.0
5022,10,84,8.0,20,11,3,5,265,0.4404,1999.0
5464,2,94,144.0,41,310,2,5,252,0.7579,2012.0
6395,12,86,25.0,59,11,2,28,181,0.6486,2009.0
5844,6,91,27.0,13,19,9,20,314,0.659,2011.0
6113,2,84,13.0,6,33,2,20,136,0.0516,2011.0
7897,2,88,25.0,33,52,2,48,197,0.8211,2011.0
3327,3,92,50.0,4,286,4,23,261,0.866,2013.0
5628,12,92,25.0,40,11,2,39,329,0.25,2012.0
2212,6,90,25.0,13,127,9,30,301,0.5106,2013.0
8583,3,90,55.0,4,22,4,4,304,0.9287,2011.0
3482,2,90,16.0,52,253,2,18,214,0.743,2013.0
6969,11,91,40.0,25,257,9,115,271,0.3134,2010.0
5404,11,88,18.0,25,428,9,175,265,0.765,2012.0
9335,3,88,24.0,4,16,3,71,263,0.8442,2011.0
6826,11,91,34.0,25,56,9,36,287,0.7269,2008.0
2165,2,83,18.0,41,147,2,5,131,-0.4019,2013.0
687,3,90,20.0,4,218,11,9,173,0.8316,2015.0
7094,11,89,20.0,25,98,9,36,326,0.7269,2006.0
1888,3,90,40.0,23,40,10,5,245,0.5719,2014.0
9308,3,93,55.0,7,25,10,15,477,0.8957,2010.0
9021,11,82,12.0,25,110,9,62,307,0.0,2007.0
4834,5,89,80.0,11,481,8,81,306,0.5267,2005.0
6997,3,86,14.0,4,69,3,15,134,0.4588,2006.0
4651,6,83,9.0,13,127,9,51,227,0.0,2009.0
785,11,91,25.0,68,240,9,18,317,0.0,2011.0
7460,3,90,21.0,4,23,4,9,311,0.0,2013.0
8484,2,88,18.0,6,454,2,20,206,-0.1779,2014.0
7924,1,88,17.0,37,59,3,35,189,0.0,2011.0
5806,3,91,28.0,4,106,11,61,226,0.5106,2015.0
1142,3,88,12.0,7,25,10,51,216,0.8271,2011.0
3848,2,88,10.0,6,9,2,8,184,-0.34,2016.0
9704,3,88,14.0,7,25,10,22,299,0.0,2010.0
4001,11,84,13.0,25,38,9,27,166,0.0,2014.0
4578,1,90,29.0,3,129,3,18,244,0.7184,2008.0
4913,2,89,18.0,36,473,2,34,171,0.9022,2016.0
4101,3,88,42.0,4,149,3,4,155,0.7269,2010.0
6107,1,88,12.0,37,625,3,274,196,0.0,2011.0
8598,2,89,14.0,31,46,13,22,228,0.8795,2014.0
1737,3,85,18.0,4,23,3,9,130,0.7717,2012.0
409,3,93,55.0,7,25,6,15,268,0.6705,2013.0
930,2,92,27.0,31,170,13,23,397,0.9761,2011.0
3260,3,90,25.0,4,65,4,11,219,0.4404,2015.0
8391,2,93,150.0,41,501,2,4,249,0.8898,2006.0
874,8,94,25.0,84,11,13,5,361,0.9161,2011.0
3709,12,85,6.0,40,11,2,28,158,0.6597,2015.0
949,5,89,10.0,11,264,8,18,304,0.6908,2006.0
8810,2,89,28.0,48,79,8,2,254,0.5719,2007.0
5369,3,89,22.0,4,180,11,2,255,0.8126,2016.0
2065,3,91,50.0,4,392,12,11,286,-0.4215,2013.0
4430,3,88,30.0,47,76,18,71,207,0.8555,2013.0
5073,10,85,12.0,20,11,9,15,152,0.0,2012.0
7380,1,88,24.0,1,1,3,42,229,0.6486,2008.0
3691,10,87,10.0,61,11,9,26,273,0.7003,2008.0
8538,1,90,25.0,19,27,1,25,328,0.7717,2011.0
4622,3,89,42.0,4,7,3,18,274,0.836,2010.0
1442,3,91,40.0,4,132,12,11,422,0.5106,2013.0
9445,1,90,38.0,3,129,1,18,292,0.0,2011.0
83,10,84,25.0,35,11,9,33,217,-0.6678,2010.0
311,3,85,20.0,47,76,5,35,250,0.8074,2008.0
8574,2,84,13.0,74,232,8,10,211,0.9477,2009.0
3030,3,82,16.0,4,69,3,4,87,0.0,2010.0
65,4,90,12.0,30,11,2,5,251,0.9783,2001.0
7302,3,91,46.0,4,168,12,4,323,0.8442,2014.0
7913,3,88,13.0,4,58,3,15,290,0.8779,2006.0
9764,12,91,23.0,59,11,2,75,241,0.802,2016.0
3724,3,91,72.0,7,109,10,15,263,0.0,2011.0
1914,3,93,27.0,4,81,4,5,286,0.7269,2014.0
9302,3,94,75.0,4,16,3,15,320,0.9776,2007.0
4598,3,86,16.0,7,25,6,18,346,0.6486,2011.0
1526,12,86,10.0,73,11,2,28,165,0.926,2016.0
2793,3,88,36.0,4,29,3,11,208,0.7783,2009.0
5611,6,85,16.0,14,610,9,21,177,0.0,2016.0
3066,2,91,45.0,48,79,2,209,236,0.7506,2013.0
5220,3,93,58.0,4,22,11,4,339,0.9631,2013.0
6009,3,91,38.0,7,172,6,55,216,0.8625,2012.0
3432,3,89,17.0,103,11,6,11,286,0.3071,2014.0
4088,3,89,65.0,4,23,3,26,157,0.7184,2008.0
1299,3,91,50.0,4,4,3,4,320,0.8126,2007.0
4730,3,88,18.0,4,7,12,47,216,0.4588,2015.0
8648,3,90,48.0,7,25,10,15,299,0.25,2011.0
7606,3,88,40.0,4,4,4,4,194,0.0,2012.0
7343,19,90,29.0,178,11,17,297,387,0.5994,2012.0
7813,3,90,25.0,4,256,11,43,285,0.8555,2013.0
4706,2,95,249.0,33,52,2,48,387,0.8118,2007.0
2260,10,84,20.0,27,11,9,4,238,-0.2263,2008.0
9182,3,91,42.0,7,109,10,11,501,0.0,2006.0
6924,3,87,34.0,4,286,3,23,147,0.818,2006.0
5340,28,83,10.0,210,11,5,23,262,0.3926,1882.0
2351,2,88,19.0,6,406,2,20,161,0.8271,2015.0
4133,11,85,10.0,25,160,9,225,237,0.0772,2010.0
9599,2,93,25.0,33,52,2,5,259,0.7003,2002.0
6711,17,87,17.0,80,11,17,15,245,0.765,2012.0
9334,3,82,33.0,4,488,4,11,147,0.5927,2009.0
8254,8,94,106.0,32,11,13,18,333,0.9461,2012.0
9278,1,88,29.0,10,85,3,16,175,0.8779,2011.0
8792,3,88,44.0,4,87,12,4,235,0.8689,2015.0
2262,1,92,64.0,19,27,1,25,245,-0.0516,2012.0
7906,3,91,32.0,4,298,12,4,255,0.7906,2013.0
4763,2,88,22.0,36,568,2,2,174,0.5574,2016.0
4512,3,91,24.0,4,5,4,47,182,-0.25,2013.0
6805,3,87,22.0,7,45,6,131,256,0.1655,2013.0
3239,3,90,25.0,4,256,4,47,251,0.8765,2009.0
2224,2,88,25.0,6,261,2,20,228,0.4939,2013.0
536,2,82,25.0,31,46,2,22,74,0.0,2010.0
6686,10,88,15.0,69,11,9,9,192,0.0,2014.0
1114,3,88,48.0,4,87,3,12,264,-0.2263,2006.0
